Task_Size,Server_CPU_Available,Server_Memory_Available,Server_Network_Capacity,Response_Time
6.564322017781822,19.80777360662146,54.06694656478537,131.08218467471167,0.5750181280140851
33.90708658404718,22.37306957433469,73.22634333367863,997.03053925365,2.5555995425299485
26.49507734428587,25.67513715822015,116.77665331574563,527.0852598146805,1.925347977277983
38.843601195046325,16.95326596787172,82.90855950967905,615.6157664540416,3.7194340296753867
26.488011554487677,4.6076086426227105,22.027764885003688,113.72265351900612,8.334281222827096
42.75689351560847,18.113196254556435,120.77985483361701,762.4624468792189,3.3417943551715528
28.043435099949793,19.605233540626372,83.32496636857014,249.41031344080648,2.088185418823744
28.485960605233927,24.3631842255299,48.188673758850335,903.151574968678,1.8730138265931686
43.9560265302589,14.949786386890382,24.71264871960647,244.8826584579068,4.8567735195147
20.770660444407454,5.827409083866913,103.28302271243551,231.15333463048324,5.160238024679711
7.566746194081396,10.513277173961734,82.40873071142163,84.72218445569013,1.1339485423606244
2.41035113935361,12.892468891959053,72.01533103715859,498.4635978544993,0.13436936403756944
38.001725528007334,21.377517239948038,115.26710996611492,586.5990765994856,2.604101931317214
31.39516801631977,19.123349140067358,102.63166534694369,112.42320745693475,2.2572365071778355
35.49990863686195,12.682901776935388,26.20098556793014,786.7512358602601,4.25552109763631
11.435243913936626,31.59545746378939,45.40664813546579,480.62439301062625,0.3234722707008533
7.682202303751718,20.173244580706616,37.81869677773589,548.1707558612011,0.4151431274633762
1.7126886177262146,9.116803752079834,97.27355510872124,468.7246095913167,0.4933443482460926
18.178790381523253,5.053474178612112,12.023892168293525,430.7249078315597,5.405438559828097
29.90596665587702,6.585774175529961,76.38676218455798,581.658314742807,7.319420057318975
20.219958209886883,9.378731851535244,99.49504228888287,197.4782336341769,3.3492439360130843
22.436271179162723,6.82044119778667,113.21187641140993,222.83172397050757,4.949635391267441
45.303776030193674,7.5970107215391725,49.0498098459089,868.6963399628414,8.846725772509778
18.06451788414172,10.552855060815412,106.55087656064154,948.8096890269511,2.719456269606958
26.18548496883073,7.201207858842645,21.275808434624867,404.6438504657653,5.516017822860369
39.39899762431601,28.902962738792755,109.57427500814218,307.2074394863761,2.146703538486231
20.430596333742237,4.407012369849266,23.298639479837888,661.7995660770649,7.4893329389552825
31.4822483111658,17.735341687107642,55.67447486724407,438.29746254319156,2.7485871539957927
43.25582172859051,14.311904809689846,103.67544389354643,74.11703787732762,4.872896285573464
47.52651055922446,31.47135850725819,25.990091281852855,198.34496749788084,2.5055840821633573
8.206600565522859,5.36116706504157,35.51016742791698,730.1736174050277,2.2942948127822094
46.40279363291322,13.935667971372249,94.67030820716795,675.9777448146438,5.41803493786877
25.11369836089737,31.084112998261066,94.40438438552893,75.74119287830932,1.168484451952254
13.65397502664896,27.965213776819407,84.93771594623567,260.873553836302,1.129579702753653
23.497652055674806,26.512162128478398,91.273813336052,269.52105675866784,1.526118373975066
49.021596188988376,9.737084811348195,73.12693320171154,688.298106418792,7.503526821258784
25.13828660565061,7.126627621701974,38.215887068834334,68.72501086664595,5.511596999086863
17.108828904087904,22.05929659773293,49.483519220470335,148.90315288534515,1.4330596486792926
32.03664186151956,29.881279673827574,29.79172601617108,809.9202811045299,1.945496157206157
12.76713532013146,18.702886790417892,117.0140673600354,219.61742895161694,0.7320429854233452
4.717303077324532,19.148380684096995,78.00701537193446,670.1088024592809,0.2349675348625941
7.315106373621812,10.399372809808526,56.10217001163679,276.27364199439023,1.0242435223882014
7.27424610893085,25.084787995758106,63.44069643729592,144.4693231213779,0.44626256073326054
8.443231982102423,7.611312456725701,121.67400075341784,281.0135814494814,1.7833679402249092
7.802531459821097,11.71037709212731,26.402168373929623,736.1535852628762,1.0864566205018946
32.40286249535751,14.763093158492504,78.34757984201566,862.9116447009715,3.0894252279822965
9.912124135558097,17.228311360533652,68.70664146613592,838.708871338642,0.9640600963785825
17.937696882869297,9.272291972452408,81.37450825215774,427.32435313753206,3.0411984540978385
44.94263208539458,5.445104742176106,10.173222058500862,684.6808797421138,13.150840173837839
24.224120372880744,20.318601273248976,112.65486907329817,244.7350806450299,2.0485443918143047
33.710329187530334,10.658916597207673,119.85419389803349,328.4903437479626,4.933089372849062
9.443673688879862,19.437146642678368,75.81598203070507,901.5190275950638,0.8428169003699311
10.422161921624868,6.630881458226069,91.59809886522707,62.35182733519923,2.3477640681935252
3.0025621970574643,16.434203055644524,118.69992574127548,131.23310431174468,-0.0524711589426044
9.277818090536062,17.977682976547577,92.86863611760783,247.49194238872596,0.8794454611906051
14.650926612565973,3.5547061046728072,26.30468514971136,75.20559368012873,6.184910932644673
9.673513729560593,12.098128345817617,77.15460322001758,222.36366333530745,1.2732387427433352
5.346424154095725,6.032440308169227,80.8058055659427,603.8894829212076,1.0664903643044839
6.9111576839294395,3.9012491141830323,58.89568055628632,450.3533230628731,2.399624325035827
23.578159633603562,31.698806971698357,96.37330827496675,898.0381255231262,1.3743524092396935
11.110352201883833,11.67061534924169,120.12404177228179,826.5713836515189,1.42777295355055
18.849223191355698,26.296233375639044,119.06822154881316,374.7264841129822,1.244082941509212
25.667446271887986,9.639219642912916,62.10072456849585,296.4522617597279,4.05003265576869
34.829346602838896,22.44508166671788,21.58856550089063,410.7077877589036,2.6529013976361853
2.926294852213848,24.806835796690596,126.18094387548015,610.7801953890673,0.369004105208649
40.17110954654309,19.869162218235328,108.6677703735121,304.6604587817325,3.0012851278944654
31.767119085054482,16.14728565650475,22.95952174439202,642.9414624566773,3.2325195237261863
5.0061925654947235,14.355227424418056,118.50102591408468,438.9410695816784,0.43661097839442364
43.805352581232086,12.46604799628986,112.38756344745539,574.4448218093812,5.227611023029131
46.122747626058846,29.885874327434774,70.26056685512864,464.32020267855086,2.386405339409577
3.9928200328883237,26.918582233631874,78.95305228939151,329.7424715648218,0.2774063795418869
14.567004759212983,30.950807319995377,55.88032446441563,951.0306416140488,0.661525416307587
40.50386270986,5.728916704566342,14.57139665864376,775.4255044517728,11.231686012039617
37.66472482879926,23.92602425610933,48.22366899750811,183.10751697812992,2.348917219528419
10.04152994846249,30.150213704631135,104.34241383176138,875.0445771030172,0.4809243289069582
11.258116843498804,7.436991984969804,8.555842760552343,513.059638337038,2.4149436754965867
19.153133036777717,3.994888021003325,48.0199006029373,899.8246155493869,7.3871191273819825
24.741626274360044,24.233619478701772,55.7802432309132,809.8624931499495,1.6560653574687114
31.2944838049845,19.234193395397355,72.48747235255074,453.9528292457718,2.7273853947519964
19.07676833891885,27.254863302748163,118.38267396953125,71.34584290411152,0.807530414862265
23.664201090524248,6.193171298788685,49.56151932391535,305.24349141569877,5.79688665666336
37.62607596855407,25.858019355796706,49.63438422754732,564.5525039278235,2.5101330125806744
2.797476941639297,8.048819601432335,96.50014977316981,651.80430883484,0.5376248376057063
13.369410272857017,6.909678285971135,62.26615290677686,294.99330116154215,3.121404888991206
35.95412970834307,6.927973937929789,34.952578752797834,182.38827036918292,7.7950815483887155
44.86513504667277,26.437241606941463,62.29274193592321,843.1837249593342,2.9669713769027077
26.07219466366764,21.955916620886004,24.902842445575985,985.1820716683745,2.444120122178632
27.073560778000466,17.69196274307358,29.166438380746797,549.4056731875515,2.399875978130498
6.251428555649026,12.764914523705075,67.80413272873757,213.09532155588832,0.6611246790029754
22.923205974349276,28.31601622439325,58.27105394054575,308.6919601934005,1.5866721933348247
27.098246056296134,13.773353222679061,117.781508128172,67.4711427200934,3.331353835276674
12.881054678101753,26.497983184147312,51.48726789399598,918.5838662324741,0.6731979754035257
14.192918316519668,15.174047257106553,77.67060203336521,161.86352874563408,1.3550035574232324
19.48692399212651,13.308332882747226,83.87171455034364,597.6906517385409,2.1733274991260307
1.983488691108592,15.880393570088193,9.571334790600037,310.3524596528457,-0.04105494697120368
16.781879113575734,11.041336224924262,87.62448464200527,576.4691023900037,2.116843645441307
11.360952342830688,24.428281405287535,29.364316024370172,668.849368934271,0.5727510924504636
17.04737025671782,17.081611702774374,123.32843809633462,838.2547135218415,1.3643751893737495
6.86834445914331,8.96638085440452,25.839527330373556,246.10020817257305,1.18514199939053
44.635836756254854,28.987237198237054,57.754894847242845,60.44603722555645,2.575613869631073
