CPU_Requirement,Memory_Requirement,Storage_Requirement,Network_Bandwidth,Cost
6.618101782710437,2.980038698264258,645.6113296927449,35.32404337261777,14.729018544342498
15.260714596148743,41.09385590961816,93.29856534509834,270.3637694683925,8.160875177498054
11.979909127171076,20.804426807808582,170.01242695366764,274.9112095889522,8.728549373717895
9.979877262955549,33.03995354337628,899.5686466418084,322.3406517341212,23.70963147534502
3.340279606636548,58.17668785734386,610.364769062994,365.78475352410413,19.27008844627599
3.3399178050430396,16.705410436379122,19.10508110046335,488.16751893664195,6.367967586515105
1.8712541825229918,26.854124151244672,110.45682743737179,262.9871706675857,6.417337863734185
13.992642186624028,48.59972172821207,666.8667514169753,168.24867174121053,19.146650563543073
10.016725176148132,15.414284425972216,15.0109680077565,399.6412354366648,5.659908111818466
11.621088666940683,5.849734319213958,169.19997090332367,142.70780311841636,7.311866669748134
1.3087674144370367,19.254341533567384,553.2464514729203,225.0959961457617,13.906474118288246
15.548647782429915,11.156941097002278,694.9762457157664,48.44362685771032,15.88957870959167
13.486639612006327,59.5709520975821,655.4416469075745,22.42186427357418,18.239318583717004
4.185086660174142,51.91158391255827,232.0266163659542,481.6977231921833,12.867428767867713
3.727374508106509,40.90443666015668,715.0574291340605,419.63025905098084,21.22747036553558
3.7510676478015075,55.90201718182622,244.87659662183208,351.027360985912,11.892185920799363
5.563633644393066,51.631340844644214,332.14570117767505,210.38694276299225,11.878590471431485
8.871346474483568,12.753913709820258,749.0264910668438,94.91421683471442,17.005875136880476
7.479175279631736,57.2312169048686,653.1365700567425,86.65415090883216,17.576653562526637
5.368437102970629,34.978561240686,850.7311763892361,132.6190201006517,20.288004645366545
10.177793420835693,51.86872977533594,661.03676337734,279.12106570599906,20.110721622166032
3.0924079097806274,57.453751895180076,572.6255173021169,360.15200212303057,18.162430062258643
5.3821697280282725,21.034218923227424,102.73802014981155,333.4967145916883,6.566906869481057
6.495427649405375,7.933271245243636,374.0386450288392,147.16760950351198,9.837962401988126
7.841049763255539,15.359915240142326,272.5503440049082,477.8839875249651,11.988413220818297
12.777639420895204,27.90779068345415,251.54974694529275,371.56948918092655,11.13798103057536
3.995106732375396,52.53493025311707,973.2804492049211,281.63348573058636,24.89709082951446
8.713516576204174,55.22602674514964,399.1667474200928,309.7431656548326,14.835263205574037
9.886218532930638,1.4379842234650142,893.1260896253422,215.60403058961705,21.20156644842369
1.6967561907999658,33.17708006238664,634.8272397372903,131.38818485556715,15.58548467781524
10.113172778521575,27.296893198373077,796.863190506232,184.42661253911817,19.922172720477473
3.557861855309373,14.992792059656006,507.61072217414016,381.34459412754086,15.18711114195077
1.9757738947791927,8.551518142022017,581.1348457800955,17.052809428580375,11.694336135718071
15.233283058799998,22.269755798428562,497.59251688067525,66.87559384838895,12.553690484710543
15.48448049611839,60.40331134648871,203.29055792006406,32.54129459065885,8.600615610617927
13.125960221746917,21.36178471730758,725.2275941088902,29.957113136295366,17.078084695724904
5.56920653760056,33.68380916983207,287.96463881644723,429.17568616539353,12.44761453303354
2.465081710095758,45.290194410396204,34.0728067671393,354.7923510962116,7.478075646309063
11.263495397682354,23.90866494989552,649.0175729480961,242.34517625278934,18.154415820353837
7.602287406094019,62.22227121142052,185.33957261297846,57.93873871899073,8.077551875648192
2.830573522671682,61.63417958135301,941.0539985093851,250.89177880724785,24.68525598564366
8.427653651669052,16.86228463699794,954.3892912325615,242.0011676824772,22.6924124161739
1.515827816728276,32.32665587122028,915.715746318244,94.86891625590744,21.0216630961616
14.639806031181731,19.955333518456488,376.45711325288994,222.58730812660679,12.072433305904795
4.881699724000254,18.94495114578046,25.302050363578754,205.26731985471298,4.155491015676798
10.93783426530973,3.3238776833355663,929.0353769618481,311.7665480455861,22.544734858614415
5.675666141341164,39.4025530407335,433.9023068341412,321.1958889251455,14.687372549225657
8.801020317667163,32.66877846341828,966.9882708532328,32.198964788301815,22.941665476386593
9.200654190149194,4.243161328749329,963.9837773183604,193.5601811669709,22.293120769260874
3.7728168328829055,18.55472724690652,854.4793609126865,316.6713586999758,21.762174711936577
15.543769416468379,58.22075081589918,301.5044031488898,256.53676670424295,13.405942208317581
12.626992350416717,16.09239911201926,391.246751315906,429.6800221822779,13.988444202840615
15.092484123462837,10.128376941747055,852.6253048016883,332.75987949328305,22.50781839130544
14.422410256414732,31.83552389748647,323.75278510471486,89.83786926990055,10.413747815699997
9.968499682166277,63.09597860896785,177.79781921923157,44.57868622621062,8.202230194586175
14.828113525346753,16.249482105224526,561.2332498337666,324.78544632109464,16.38130002575445
2.3273875307787923,43.34453948657035,936.7932264191732,22.990542165394686,21.377990764573276
3.939742936287178,48.982035765709206,699.0694987082233,297.030034823997,20.043765549941337
1.678409333658071,15.97116527152118,574.3605583884713,470.7128182982292,17.886310351591106
5.8799549614489655,46.877629962547154,106.20472883306086,291.9823471591807,8.45543045556788
6.8301593453422305,24.170337361312953,618.857154432178,200.20326384119574,17.347299758411168
5.070235476608438,40.835267327395506,990.1533116032207,325.21122703675303,25.220291635018537
13.43106263727894,40.912371777936364,148.6831750841588,234.54391634084314,9.143987836076658
6.3512999004038395,34.75380509670978,523.1463558400993,277.3522267648081,15.700940632195119
5.214017645310712,6.688255513427723,878.5993412086759,471.3177563004973,24.23588039398978
9.140441247373728,53.62405722212199,743.3609315766624,199.1902925223794,20.05021939992294
3.11386337462144,21.209144093219358,700.0455835853153,480.98337627371797,19.76272805547621
13.032954711310595,12.750666155190817,705.4592431472382,453.6218145584712,20.28653546469807
2.1182596551965625,3.5688339179501267,365.89623970755764,105.93765604675525,7.705621153880964
15.80330404900776,38.22625542085923,300.6559258218484,43.98703742883107,9.681754555828636
12.583671539449861,43.686554796063795,811.2675439237285,59.38122067493906,19.882291648195284
3.9807352230125863,2.0450332224549377,812.012260732389,18.928694569259367,17.005054237002483
1.082831756854036,33.261862672854704,868.4015953943026,56.27705077040491,19.87305671280682
13.231921426822513,15.269233837470091,914.1081470309066,344.6733189740149,24.753635384521985
11.602860157714257,41.645885795795344,516.2289748723284,44.882437745512206,14.491196099555909
11.93510752061481,11.985085027314462,506.5011317403276,166.29805884394304,13.297316398841986
12.569055200289187,44.52907750045536,800.3122271771074,423.98890237503275,23.280285626669983
2.1106697760113553,25.364326816933858,653.4642914699875,21.403248510554675,15.00856121870638
6.376985928164089,60.01398929041427,704.9472084851263,409.0895564685785,21.168121188215114
2.7380358928769457,9.663819481197574,797.83474274174,148.10883963896597,19.11050719749921
13.946551388133903,22.487180116166286,891.1052883993906,67.90076553461157,21.609847628316274
10.349471902413368,8.148831838157111,344.61520528302043,351.4012110284338,11.614117172041587
5.963470372789738,59.25569795154946,381.8271231135446,318.18199492214313,13.520927081803332
1.9533752542903544,56.2723792630018,103.04212044246032,439.96128662825595,10.146347950793597
5.664734825734933,17.250322546054804,582.4973395862122,370.18481146390405,16.723514593613213
5.877749830401205,42.578994900153276,45.582851058774665,403.7056558885758,8.284346464095766
11.94409267507096,52.4849986126766,470.94203795113555,148.19694055994017,13.922255533365856
10.563362070328196,35.97765113076613,547.2181883605009,96.94537645206418,14.4693487838249
14.308191138644897,34.36798643642841,293.67583960700154,377.8012283040206,12.803369360725236
8.08322387742924,16.236694326728454,594.9249279633207,405.34902224095936,17.595636182637726
2.7939136890745253,6.865474371771651,40.195247439658935,495.3475195803299,6.155012496352891
11.698671808344924,57.524592751059586,46.974706861722275,212.18266168659898,7.418842538661657
12.411775729253462,57.72633760128982,824.3745550530617,192.28886203846375,22.004063959744414
9.419157963542444,40.88539180821588,366.58873499715025,390.4423507635785,14.151193851833183
12.564507699318415,22.35887683606814,135.78990752536595,176.99373472397875,6.920277925338305
8.40693394546586,23.000203200597635,527.0208274542563,466.0710895457467,17.449050416148438
8.840992440729911,46.73520776882508,772.2936175676248,430.6222484030758,23.328761906941942
7.413115275378244,57.51794637701236,223.66281722187475,220.207073413759,9.730214879044592
1.381286901161428,56.886444728702386,626.6615710608103,377.9268232178337,18.527893494577995
2.618371404899567,50.132159389030306,94.49399034383032,379.72600830149435,9.094423410782277
